Start..s.,End..s.,Scientific.name,Common.name,Confidence,Date_Time,Site
45,48,Phylloscopus collybita,Common Chiffchaff,0.8339,20230508_103600,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9011,20230508_103600,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.8537,20230508_104800,S213
9,12,Phylloscopus collybita,Common Chiffchaff,0.9284,20230508_104800,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9085,20230508_110000,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.8574,20230508_110000,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.9673,20230508_110000,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.8002,20230508_110000,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.9731,20230508_110000,S213
42,45,Phylloscopus collybita,Common Chiffchaff,0.8185,20230508_110000,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.9059,20230508_110000,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.8363,20230508_110000,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.8905,20230508_110600,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9121,20230508_111800,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9718,20230508_111800,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9687,20230508_111800,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.922,20230508_111800,S213
51,54,Erithacus rubecula,European Robin,0.8908,20230508_111800,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.8682,20230508_111800,S213
57,60,Phasianus colchicus,Ring-necked Pheasant,0.8014,20230508_113000,S213
24,27,Phoenicurus phoenicurus,Common Redstart,0.8263,20230508_114800,S213
39,42,Phoenicurus phoenicurus,Common Redstart,0.8488,20230508_114800,S213
39,42,Phylloscopus collybita,Common Chiffchaff,0.8972,20230508_120000,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.9416,20230508_120000,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.8652,20230508_120600,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9269,20230508_120600,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.9527,20230508_120600,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.9215,20230508_120600,S213
30,33,Erithacus rubecula,European Robin,0.8076,20230508_121800,S213
51,54,Erithacus rubecula,European Robin,0.9295,20230508_121800,S213
24,27,Phylloscopus collybita,Common Chiffchaff,0.8962,20230508_122400,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9298,20230508_122400,S213
30,33,Erithacus rubecula,European Robin,0.8135,20230508_122400,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.8352,20230508_122400,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.8544,20230508_122400,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.8966,20230508_122400,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.8405,20230508_123000,S213
0,3,Phylloscopus collybita,Common Chiffchaff,0.9357,20230508_123600,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.8604,20230508_123600,S213
9,12,Phylloscopus collybita,Common Chiffchaff,0.9218,20230508_123600,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9658,20230508_123600,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.8861,20230508_123600,S213
0,3,Erithacus rubecula,European Robin,0.923,20230508_124200,S213
18,21,Erithacus rubecula,European Robin,0.8005,20230508_124200,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.881,20230508_124200,S213
48,51,Erithacus rubecula,European Robin,0.808,20230508_124200,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.9551,20230508_124200,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.9831,20230508_124200,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.8161,20230508_124800,S213
48,51,Erithacus rubecula,European Robin,0.8789,20230508_124800,S213
0,3,Erithacus rubecula,European Robin,0.8068,20230508_125400,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.8134,20230508_125400,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.9851,20230508_125400,S213
39,42,Phylloscopus collybita,Common Chiffchaff,0.9209,20230508_125400,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.9048,20230508_125400,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.8655,20230508_125400,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.8348,20230508_130000,S213
27,30,Erithacus rubecula,European Robin,0.982,20230508_130000,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.8667,20230508_130000,S213
42,45,Erithacus rubecula,European Robin,0.809,20230508_130000,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.8476,20230508_130000,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.9053,20230508_130000,S213
6,9,Erithacus rubecula,European Robin,0.9365,20230508_130600,S213
9,12,Erithacus rubecula,European Robin,0.9685,20230508_130600,S213
21,24,Erithacus rubecula,European Robin,0.9202,20230508_130600,S213
57,60,Erithacus rubecula,European Robin,0.8606,20230508_130600,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.9658,20230508_131200,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9754,20230508_131200,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.9592,20230508_131200,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9578,20230508_131200,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9864,20230508_131200,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.9848,20230508_131200,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.9779,20230508_131800,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9738,20230508_131800,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9851,20230508_131800,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.9537,20230508_131800,S213
45,48,Erithacus rubecula,European Robin,0.8015,20230508_131800,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9435,20230508_131800,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.8453,20230508_131800,S213
9,12,Erithacus rubecula,European Robin,0.8271,20230508_133000,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9363,20230508_133000,S213
27,30,Psittacula krameri,Rose-ringed Parakeet,0.8202,20230508_133000,S213
33,36,Erithacus rubecula,European Robin,0.8457,20230508_133000,S213
39,42,Erithacus rubecula,European Robin,0.8066,20230508_133000,S213
45,48,Erithacus rubecula,European Robin,0.8592,20230508_133000,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9379,20230508_133000,S213
51,54,Erithacus rubecula,European Robin,0.9754,20230508_133000,S213
9,12,Erithacus rubecula,European Robin,0.8461,20230508_133600,S213
48,51,Erithacus rubecula,European Robin,0.9325,20230508_133600,S213
3,6,Erithacus rubecula,European Robin,0.8028,20230508_134200,S213
9,12,Erithacus rubecula,European Robin,0.8421,20230508_134200,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.952,20230508_134200,S213
57,60,Turdus merula,Eurasian Blackbird,0.8313,20230508_134800,S213
21,24,Erithacus rubecula,European Robin,0.9304,20230508_140000,S213
0,3,Phylloscopus collybita,Common Chiffchaff,0.8556,20230508_140600,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.8884,20230508_140600,S213
9,12,Phylloscopus collybita,Common Chiffchaff,0.9714,20230508_140600,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.907,20230508_140600,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9895,20230508_140600,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.8356,20230508_140600,S213
42,45,Phylloscopus collybita,Common Chiffchaff,0.8045,20230508_140600,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.9531,20230508_140600,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9454,20230508_141200,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.913,20230508_141200,S213
15,18,Erithacus rubecula,European Robin,0.9057,20230508_141800,S213
21,24,Erithacus rubecula,European Robin,0.8386,20230508_141800,S213
45,48,Erithacus rubecula,European Robin,0.8937,20230508_141800,S213
9,12,Phylloscopus collybita,Common Chiffchaff,0.9468,20230508_143000,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.9765,20230508_143000,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.8138,20230508_143000,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.9445,20230508_143000,S213
39,42,Phylloscopus collybita,Common Chiffchaff,0.964,20230508_143000,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9573,20230508_143000,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.9438,20230508_144200,S213
6,9,Turdus merula,Eurasian Blackbird,0.9419,20230508_150000,S213
15,18,Turdus merula,Eurasian Blackbird,0.8576,20230508_150000,S213
36,39,Turdus merula,Eurasian Blackbird,0.9642,20230508_150000,S213
6,9,Erithacus rubecula,European Robin,0.937,20230508_150600,S213
15,18,Erithacus rubecula,European Robin,0.8631,20230508_150600,S213
39,42,Erithacus rubecula,European Robin,0.8818,20230508_150600,S213
54,57,Erithacus rubecula,European Robin,0.9331,20230508_150600,S213
3,6,Erithacus rubecula,European Robin,0.9352,20230508_151200,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.8555,20230508_151200,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.8306,20230508_151200,S213
42,45,Erithacus rubecula,European Robin,0.9118,20230508_151200,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.8619,20230508_151800,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.841,20230508_151800,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.9312,20230508_151800,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.9932,20230508_151800,S213
0,3,Phylloscopus collybita,Common Chiffchaff,0.9543,20230508_153600,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9818,20230508_153600,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.8039,20230508_154200,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.8084,20230508_154200,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.84,20230508_154800,S213
18,21,Corvus monedula,Eurasian Jackdaw,0.9022,20230508_155400,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.9041,20230508_161800,S213
36,39,Erithacus rubecula,European Robin,0.849,20230508_162400,S213
45,48,Erithacus rubecula,European Robin,0.8813,20230508_162400,S213
0,3,Erithacus rubecula,European Robin,0.8809,20230508_163000,S213
6,9,Erithacus rubecula,European Robin,0.9096,20230508_163000,S213
39,42,Erithacus rubecula,European Robin,0.9011,20230508_163000,S213
48,51,Erithacus rubecula,European Robin,0.9595,20230508_163000,S213
24,27,Erithacus rubecula,European Robin,0.9399,20230508_163600,S213
36,39,Erithacus rubecula,European Robin,0.806,20230508_163600,S213
12,15,Erithacus rubecula,European Robin,0.9751,20230508_164200,S213
21,24,Erithacus rubecula,European Robin,0.8699,20230508_164200,S213
27,30,Erithacus rubecula,European Robin,0.8787,20230508_164200,S213
33,36,Erithacus rubecula,European Robin,0.9046,20230508_164200,S213
39,42,Erithacus rubecula,European Robin,0.8943,20230508_164200,S213
48,51,Erithacus rubecula,European Robin,0.9839,20230508_164200,S213
54,57,Erithacus rubecula,European Robin,0.9282,20230508_164200,S213
42,45,Picus viridis,Eurasian Green Woodpecker,0.9736,20230508_165400,S213
6,9,Prunella modularis,Dunnock,0.9241,20230508_170600,S213
48,51,Erithacus rubecula,European Robin,0.8788,20230508_171800,S213
21,24,Erithacus rubecula,European Robin,0.8101,20230508_172400,S213
48,51,Erithacus rubecula,European Robin,0.8584,20230508_172400,S213
51,54,Picus viridis,Eurasian Green Woodpecker,0.8298,20230508_172400,S213
57,60,Erithacus rubecula,European Robin,0.8284,20230508_172400,S213
3,6,Erithacus rubecula,European Robin,0.8204,20230508_173000,S213
24,27,Erithacus rubecula,European Robin,0.958,20230508_173000,S213
39,42,Erithacus rubecula,European Robin,0.853,20230508_173000,S213
45,48,Erithacus rubecula,European Robin,0.9208,20230508_173000,S213
54,57,Erithacus rubecula,European Robin,0.9157,20230508_173000,S213
39,42,Prunella modularis,Dunnock,0.9557,20230508_173600,S213
42,45,Phylloscopus collybita,Common Chiffchaff,0.9663,20230508_181800,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.8483,20230508_183600,S213
12,15,Erithacus rubecula,European Robin,0.8821,20230508_183600,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9103,20230508_183600,S213
24,27,Phylloscopus collybita,Common Chiffchaff,0.874,20230508_183600,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.8034,20230508_183600,S213
42,45,Phylloscopus collybita,Common Chiffchaff,0.9331,20230508_183600,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9702,20230508_183600,S213
0,3,Erithacus rubecula,European Robin,0.8615,20230508_184200,S213
51,54,Erithacus rubecula,European Robin,0.8837,20230508_184200,S213
6,9,Erithacus rubecula,European Robin,0.9284,20230508_184800,S213
24,27,Erithacus rubecula,European Robin,0.985,20230508_184800,S213
48,51,Erithacus rubecula,European Robin,0.8504,20230508_184800,S213
0,3,Erithacus rubecula,European Robin,0.9221,20230508_185400,S213
6,9,Erithacus rubecula,European Robin,0.8914,20230508_185400,S213
12,15,Erithacus rubecula,European Robin,0.8155,20230508_185400,S213
18,21,Erithacus rubecula,European Robin,0.9764,20230508_185400,S213
24,27,Erithacus rubecula,European Robin,0.8562,20230508_185400,S213
33,36,Erithacus rubecula,European Robin,0.8957,20230508_185400,S213
39,42,Erithacus rubecula,European Robin,0.9234,20230508_185400,S213
45,48,Erithacus rubecula,European Robin,0.8822,20230508_185400,S213
9,12,Erithacus rubecula,European Robin,0.9253,20230508_191200,S213
15,18,Erithacus rubecula,European Robin,0.9842,20230508_191200,S213
21,24,Erithacus rubecula,European Robin,0.955,20230508_191200,S213
30,33,Erithacus rubecula,European Robin,0.9071,20230508_191200,S213
33,36,Erithacus rubecula,European Robin,0.9095,20230508_191200,S213
36,39,Erithacus rubecula,European Robin,0.8877,20230508_191200,S213
42,45,Erithacus rubecula,European Robin,0.9817,20230508_191200,S213
3,6,Erithacus rubecula,European Robin,0.8306,20230508_191800,S213
36,39,Erithacus rubecula,European Robin,0.9008,20230508_191800,S213
48,51,Erithacus rubecula,European Robin,0.9238,20230508_191800,S213
57,60,Erithacus rubecula,European Robin,0.9036,20230508_191800,S213
3,6,Erithacus rubecula,European Robin,0.9044,20230508_193600,S213
9,12,Erithacus rubecula,European Robin,0.9314,20230508_193600,S213
15,18,Erithacus rubecula,European Robin,0.8185,20230508_193600,S213
21,24,Erithacus rubecula,European Robin,0.9124,20230508_193600,S213
30,33,Erithacus rubecula,European Robin,0.9156,20230508_193600,S213
36,39,Erithacus rubecula,European Robin,0.9512,20230508_193600,S213
51,54,Erithacus rubecula,European Robin,0.9621,20230508_193600,S213
54,57,Erithacus rubecula,European Robin,0.929,20230508_193600,S213
9,12,Erithacus rubecula,European Robin,0.8984,20230508_194200,S213
18,21,Erithacus rubecula,European Robin,0.9107,20230508_194200,S213
24,27,Erithacus rubecula,European Robin,0.8284,20230508_194200,S213
39,42,Erithacus rubecula,European Robin,0.85,20230508_194200,S213
48,51,Erithacus rubecula,European Robin,0.8179,20230508_194200,S213
3,6,Erithacus rubecula,European Robin,0.95,20230508_194800,S213
9,12,Erithacus rubecula,European Robin,0.9129,20230508_194800,S213
21,24,Erithacus rubecula,European Robin,0.842,20230508_194800,S213
30,33,Erithacus rubecula,European Robin,0.8926,20230508_194800,S213
42,45,Erithacus rubecula,European Robin,0.8548,20230508_194800,S213
0,3,Erithacus rubecula,European Robin,0.883,20230508_195400,S213
15,18,Cyanistes caeruleus,Eurasian Blue Tit,0.9281,20230508_195400,S213
21,24,Erithacus rubecula,European Robin,0.9668,20230508_195400,S213
33,36,Erithacus rubecula,European Robin,0.9464,20230508_195400,S213
42,45,Erithacus rubecula,European Robin,0.8819,20230508_195400,S213
57,60,Erithacus rubecula,European Robin,0.9171,20230508_195400,S213
3,6,Erithacus rubecula,European Robin,0.8001,20230508_200000,S213
33,36,Erithacus rubecula,European Robin,0.9812,20230508_200000,S213
39,42,Erithacus rubecula,European Robin,0.934,20230508_200000,S213
51,54,Erithacus rubecula,European Robin,0.9523,20230508_200000,S213
54,57,Erithacus rubecula,European Robin,0.8056,20230508_200000,S213
6,9,Erithacus rubecula,European Robin,0.9343,20230508_200600,S213
15,18,Erithacus rubecula,European Robin,0.9396,20230508_200600,S213
24,27,Erithacus rubecula,European Robin,0.964,20230508_200600,S213
30,33,Erithacus rubecula,European Robin,0.8575,20230508_200600,S213
45,48,Erithacus rubecula,European Robin,0.9547,20230508_200600,S213
51,54,Erithacus rubecula,European Robin,0.8168,20230508_200600,S213
39,42,Erithacus rubecula,European Robin,0.9278,20230508_201200,S213
54,57,Erithacus rubecula,European Robin,0.9116,20230508_201200,S213
0,3,Erithacus rubecula,European Robin,0.9287,20230508_201800,S213
6,9,Erithacus rubecula,European Robin,0.9309,20230508_201800,S213
12,15,Erithacus rubecula,European Robin,0.8746,20230508_201800,S213
18,21,Erithacus rubecula,European Robin,0.8306,20230508_201800,S213
24,27,Erithacus rubecula,European Robin,0.9528,20230508_201800,S213
30,33,Erithacus rubecula,European Robin,0.8786,20230508_201800,S213
45,48,Erithacus rubecula,European Robin,0.8421,20230508_201800,S213
51,54,Erithacus rubecula,European Robin,0.9896,20230508_201800,S213
57,60,Erithacus rubecula,European Robin,0.8255,20230508_201800,S213
15,18,Erithacus rubecula,European Robin,0.9223,20230508_202400,S213
33,36,Erithacus rubecula,European Robin,0.8766,20230508_202400,S213
48,51,Erithacus rubecula,European Robin,0.9121,20230508_202400,S213
57,60,Erithacus rubecula,European Robin,0.8207,20230508_202400,S213
