"","Start..s.","End..s.","Scientific.name","Common.name","Confidence","Date_Time","Site"
"3203",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8628,"20230521_130000","1"
"3263",39,42,"Sylvia atricapilla","Eurasian Blackcap",0.8097,"20230521_145400","1"
"3264",48,51,"Sylvia atricapilla","Eurasian Blackcap",0.9852,"20230521_145400","1"
"3479",9,12,"Prunella modularis","Dunnock",0.8606,"20230521_211800","1"
"3547",9,12,"Troglodytes troglodytes","Eurasian Wren",0.868,"20230522_044800","1"
"3549",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9261,"20230522_044800","1"
"3569",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8322,"20230522_045400","1"
"3597",3,6,"Troglodytes troglodytes","Eurasian Wren",0.804,"20230522_050600","1"
"3601",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8527,"20230522_050600","1"
"3616",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8391,"20230522_051200","1"
"3622",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8,"20230522_051200","1"
"3625",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8737,"20230522_051200","1"
"3674",21,24,"Turdus merula","Eurasian Blackbird",0.8022,"20230522_054200","1"
"3698",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8023,"20230522_054800","1"
"3706",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8499,"20230522_054800","1"
"3713",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8281,"20230522_055400","1"
"3716",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8643,"20230522_055400","1"
"3720",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9222,"20230522_055400","1"
"3725",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9587,"20230522_055400","1"
"3758",9,12,"Troglodytes troglodytes","Eurasian Wren",0.937,"20230522_063000","1"
"3759",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8744,"20230522_063000","1"
"3760",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8794,"20230522_063000","1"
"3761",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9396,"20230522_063000","1"
"3764",36,39,"Troglodytes troglodytes","Eurasian Wren",0.969,"20230522_063000","1"
"3768",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8764,"20230522_063000","1"
"3769",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9416,"20230522_063000","1"
"3794",36,39,"Turdus merula","Eurasian Blackbird",0.8927,"20230522_064200","1"
"3799",0,3,"Turdus merula","Eurasian Blackbird",0.8922,"20230522_064800","1"
"3867",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8073,"20230522_072400","1"
"3918",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8617,"20230522_080000","1"
"3925",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8948,"20230522_080600","1"
"3930",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9315,"20230522_080600","1"
"3934",57,60,"Troglodytes troglodytes","Eurasian Wren",0.973,"20230522_080600","1"
"3981",0,3,"Turdus merula","Eurasian Blackbird",0.8324,"20230522_085400","1"
"4011",39,42,"Cyanistes caeruleus","Eurasian Blue Tit",0.9054,"20230522_090600","1"
"4020",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8151,"20230522_091200","1"
"4032",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8129,"20230522_092400","1"
"4034",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8979,"20230522_092400","1"
"4035",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9247,"20230522_092400","1"
"4092",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8235,"20230522_104200","1"
"4130",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8815,"20230522_113600","1"
"4196",48,51,"Cyanistes caeruleus","Eurasian Blue Tit",0.8191,"20230522_125400","1"
"4214",3,6,"Cyanistes caeruleus","Eurasian Blue Tit",0.9676,"20230522_130600","1"
"4216",18,21,"Cyanistes caeruleus","Eurasian Blue Tit",0.8396,"20230522_130600","1"
"4217",21,24,"Cyanistes caeruleus","Eurasian Blue Tit",0.9033,"20230522_130600","1"
"4218",24,27,"Cyanistes caeruleus","Eurasian Blue Tit",0.9211,"20230522_130600","1"
"4219",27,30,"Cyanistes caeruleus","Eurasian Blue Tit",0.8845,"20230522_130600","1"
"4223",39,42,"Cyanistes caeruleus","Eurasian Blue Tit",0.9346,"20230522_130600","1"
"4225",45,48,"Cyanistes caeruleus","Eurasian Blue Tit",0.8947,"20230522_130600","1"
"4226",48,51,"Cyanistes caeruleus","Eurasian Blue Tit",0.9324,"20230522_130600","1"
"4227",51,54,"Cyanistes caeruleus","Eurasian Blue Tit",0.9002,"20230522_130600","1"
"4228",54,57,"Cyanistes caeruleus","Eurasian Blue Tit",0.9742,"20230522_130600","1"
"4244",51,54,"Erithacus rubecula","European Robin",0.8296,"20230522_135400","1"
"4291",42,45,"Motacilla cinerea","Gray Wagtail",0.8668,"20230522_150000","1"
"4492",0,3,"Turdus merula","Eurasian Blackbird",0.8109,"20230518_202400","2"
"4760",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8414,"20230519_093000","2"
"5198",6,9,"Strix aluco","Tawny Owl",0.8354,"20230519_233000","2"
"5199",12,15,"Strix aluco","Tawny Owl",0.8448,"20230519_233000","2"
"5200",15,18,"Strix aluco","Tawny Owl",0.8891,"20230519_233000","2"
"5202",21,24,"Strix aluco","Tawny Owl",0.9136,"20230519_233000","2"
"5203",24,27,"Strix aluco","Tawny Owl",0.976,"20230519_233000","2"
"5206",33,36,"Strix aluco","Tawny Owl",0.8247,"20230519_233000","2"
"5209",42,45,"Strix aluco","Tawny Owl",0.8133,"20230519_233000","2"
"5210",45,48,"Strix aluco","Tawny Owl",0.8347,"20230519_233000","2"
"5211",48,51,"Strix aluco","Tawny Owl",0.9204,"20230519_233000","2"
"5234",33,36,"Turdus merula","Eurasian Blackbird",0.8081,"20230520_044800","2"
"5388",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8272,"20230520_071800","2"
"5389",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8251,"20230520_071800","2"
"5405",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8043,"20230520_074200","2"
"5508",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8412,"20230520_101800","2"
"5545",42,45,"Cyanistes caeruleus","Eurasian Blue Tit",0.8394,"20230520_105400","2"
"5619",12,15,"Cyanistes caeruleus","Eurasian Blue Tit",0.9096,"20230520_131200","2"
"5623",27,30,"Cyanistes caeruleus","Eurasian Blue Tit",0.8145,"20230520_131200","2"
"5831",54,57,"Strix aluco","Tawny Owl",0.9563,"20230520_214800","2"
"5832",57,60,"Strix aluco","Tawny Owl",0.9376,"20230520_214800","2"
"6030",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9612,"20230521_074800","2"
"6035",21,24,"Troglodytes troglodytes","Eurasian Wren",0.898,"20230521_074800","2"
"6037",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9059,"20230521_074800","2"
"6038",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9202,"20230521_074800","2"
"6082",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8054,"20230521_084800","2"
"6093",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8631,"20230521_085400","2"
"6094",24,27,"Troglodytes troglodytes","Eurasian Wren",0.875,"20230521_085400","2"
"6095",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8443,"20230521_085400","2"
"6097",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8118,"20230521_085400","2"
"6100",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8098,"20230521_085400","2"
"6121",24,27,"Aegithalos caudatus","Long-tailed Tit",0.8832,"20230521_093000","2"
"6242",45,48,"Dendrocopos major","Great Spotted Woodpecker",0.9253,"20230521_114200","2"
"6256",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8409,"20230521_120600","2"
"6266",48,51,"Troglodytes troglodytes","Eurasian Wren",0.848,"20230521_121800","2"
"6759",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8113,"20230522_080000","2"
"7065",6,9,"Turdus merula","Eurasian Blackbird",0.9685,"20230518_202400","3"
"7072",27,30,"Turdus merula","Eurasian Blackbird",0.8772,"20230518_202400","3"
"7299",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8356,"20230519_070600","3"
"7300",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8509,"20230519_070600","3"
"7303",36,39,"Troglodytes troglodytes","Eurasian Wren",0.926,"20230519_070600","3"
"7306",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9043,"20230519_071800","3"
"7308",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9405,"20230519_071800","3"
"7311",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8608,"20230519_071800","3"
"7312",27,30,"Troglodytes troglodytes","Eurasian Wren",0.87,"20230519_071800","3"
"7314",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8647,"20230519_071800","3"
"7315",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9106,"20230519_071800","3"
"7317",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8665,"20230519_071800","3"
"7318",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8281,"20230519_072400","3"
"7452",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8471,"20230519_093000","3"
"7455",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8561,"20230519_093000","3"
"7492",15,18,"Turdus merula","Eurasian Blackbird",0.9568,"20230519_101800","3"
"7495",24,27,"Turdus merula","Eurasian Blackbird",0.8524,"20230519_101800","3"
"7499",39,42,"Turdus merula","Eurasian Blackbird",0.8688,"20230519_101800","3"
"7565",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8812,"20230519_113600","3"
"7566",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8038,"20230519_113600","3"
"7580",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8247,"20230519_115400","3"
"7774",45,48,"Turdus merula","Eurasian Blackbird",0.833,"20230519_171200","3"
"7949",0,3,"Strix aluco","Tawny Owl",0.9346,"20230519_233000","3"
"7950",3,6,"Strix aluco","Tawny Owl",0.9762,"20230519_233000","3"
"7951",6,9,"Strix aluco","Tawny Owl",0.863,"20230519_233000","3"
"7952",9,12,"Strix aluco","Tawny Owl",0.8588,"20230519_233000","3"
"7954",15,18,"Strix aluco","Tawny Owl",0.979,"20230519_233000","3"
"7955",18,21,"Strix aluco","Tawny Owl",0.8544,"20230519_233000","3"
"7956",21,24,"Strix aluco","Tawny Owl",0.9146,"20230519_233000","3"
"7957",24,27,"Strix aluco","Tawny Owl",0.9229,"20230519_233000","3"
"7958",27,30,"Strix aluco","Tawny Owl",0.9295,"20230519_233000","3"
"7959",30,33,"Strix aluco","Tawny Owl",0.9284,"20230519_233000","3"
"7960",33,36,"Strix aluco","Tawny Owl",0.9052,"20230519_233000","3"
"7962",39,42,"Strix aluco","Tawny Owl",0.9903,"20230519_233000","3"
"7964",42,45,"Strix aluco","Tawny Owl",0.9923,"20230519_233000","3"
"7965",45,48,"Strix aluco","Tawny Owl",0.9771,"20230519_233000","3"
"7966",48,51,"Strix aluco","Tawny Owl",0.985,"20230519_233000","3"
"7967",51,54,"Strix aluco","Tawny Owl",0.9869,"20230519_233000","3"
"7969",57,60,"Strix aluco","Tawny Owl",0.9487,"20230519_233000","3"
"7977",24,27,"Erithacus rubecula","European Robin",0.9093,"20230520_041200","3"
"8000",33,36,"Turdus merula","Eurasian Blackbird",0.8634,"20230520_044800","3"
"8028",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8453,"20230520_050000","3"
"8130",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9301,"20230520_061200","3"
"8133",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8173,"20230520_061200","3"
"8142",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8189,"20230520_061800","3"
"8168",6,9,"Certhia familiaris","Eurasian Treecreeper",0.866,"20230520_064200","3"
"8209",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8861,"20230520_071800","3"
"8212",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9775,"20230520_071800","3"
"8219",6,9,"Troglodytes troglodytes","Eurasian Wren",0.853,"20230520_073000","3"
"8239",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8712,"20230520_074200","3"
"8242",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9303,"20230520_074200","3"
"8244",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9376,"20230520_074200","3"
"8246",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9606,"20230520_074200","3"
"8247",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9784,"20230520_074200","3"
"8250",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8581,"20230520_074200","3"
"8251",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9289,"20230520_074200","3"
"8276",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9327,"20230520_081800","3"
"8277",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8845,"20230520_081800","3"
"8279",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8845,"20230520_081800","3"
"8281",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8867,"20230520_081800","3"
"8282",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9071,"20230520_081800","3"
"8283",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8091,"20230520_081800","3"
"8363",42,45,"Cyanistes caeruleus","Eurasian Blue Tit",0.8788,"20230520_094200","3"
"8370",33,36,"Turdus merula","Eurasian Blackbird",0.8141,"20230520_094800","3"
"8374",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8402,"20230520_095400","3"
"8375",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8802,"20230520_095400","3"
"8397",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9045,"20230520_101800","3"
"8398",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9732,"20230520_101800","3"
"8405",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9314,"20230520_101800","3"
"8406",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9596,"20230520_101800","3"
"8502",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8211,"20230520_120600","3"
"8550",30,33,"Dendrocopos major","Great Spotted Woodpecker",0.9893,"20230520_133600","3"
"8651",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9513,"20230520_185400","3"
"8652",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9448,"20230520_185400","3"
"8696",12,15,"Strix aluco","Tawny Owl",0.9542,"20230520_210600","3"
"8722",57,60,"Strix aluco","Tawny Owl",0.8732,"20230520_214800","3"
"8733",45,48,"Erithacus rubecula","European Robin",0.8323,"20230521_041200","3"
"8924",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8384,"20230521_065400","3"
"8932",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8731,"20230521_070600","3"
"8935",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8118,"20230521_070600","3"
"8938",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8434,"20230521_070600","3"
"8941",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8825,"20230521_070600","3"
"8966",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9176,"20230521_073600","3"
"8970",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8665,"20230521_073600","3"
"8975",42,45,"Troglodytes troglodytes","Eurasian Wren",0.872,"20230521_074200","3"
"8976",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8313,"20230521_074200","3"
"8979",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9857,"20230521_074800","3"
"8980",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9797,"20230521_074800","3"
"8982",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8919,"20230521_074800","3"
"8983",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9688,"20230521_074800","3"
"8984",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9934,"20230521_074800","3"
"8988",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9948,"20230521_074800","3"
"8990",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9611,"20230521_074800","3"
"8991",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9855,"20230521_074800","3"
"8992",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9162,"20230521_074800","3"
"9027",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9687,"20230521_084800","3"
"9028",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9599,"20230521_084800","3"
"9032",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9813,"20230521_084800","3"
"9033",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9505,"20230521_084800","3"
"9037",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9539,"20230521_084800","3"
"9038",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8125,"20230521_085400","3"
"9042",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9547,"20230521_085400","3"
"9047",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8782,"20230521_085400","3"
"9048",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9795,"20230521_085400","3"
"9049",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9669,"20230521_085400","3"
"9051",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9753,"20230521_085400","3"
"9052",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9842,"20230521_085400","3"
"9055",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9862,"20230521_085400","3"
"9223",27,30,"Aegithalos caudatus","Long-tailed Tit",0.8414,"20230521_104800","3"
"9227",42,45,"Aegithalos caudatus","Long-tailed Tit",0.875,"20230521_104800","3"
"9304",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8241,"20230521_130000","3"
"9340",48,51,"Sylvia atricapilla","Eurasian Blackcap",0.8939,"20230521_145400","3"
"9539",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8198,"20230522_063000","3"
"9614",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9532,"20230522_080000","3"
"9616",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9071,"20230522_080000","3"
"9617",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8022,"20230522_080000","3"
"9618",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8368,"20230522_080000","3"
"9708",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9546,"20230522_120000","3"
"9709",12,15,"Troglodytes troglodytes","Eurasian Wren",0.949,"20230522_120000","3"
"9710",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9699,"20230522_120000","3"
"9711",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9651,"20230522_120000","3"
"9712",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9577,"20230522_120000","3"
"9760",51,54,"Erithacus rubecula","European Robin",0.9908,"20230522_135400","3"
"10152",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8081,"20230520_120600","4"
"10160",18,21,"Cyanistes caeruleus","Eurasian Blue Tit",0.8159,"20230520_124200","4"
"10192",51,54,"Erithacus rubecula","European Robin",0.9146,"20230520_211200","4"
"10278",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8041,"20230521_073600","4"
"10303",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8405,"20230521_084800","4"
"10317",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8482,"20230521_085400","4"
"10347",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8452,"20230521_121800","4"
"10546",15,18,"Cyanistes caeruleus","Eurasian Blue Tit",0.8152,"20230522_130600","4"
"10632",39,42,"Erithacus rubecula","European Robin",0.81,"20230518_163000","5"
"10646",0,3,"Erithacus rubecula","European Robin",0.8282,"20230518_165400","5"
"10728",57,60,"Erithacus rubecula","European Robin",0.8754,"20230518_174200","5"
"10779",36,39,"Turdus merula","Eurasian Blackbird",0.8097,"20230518_183600","5"
"10782",51,54,"Turdus merula","Eurasian Blackbird",0.8109,"20230518_183600","5"
"10827",9,12,"Erithacus rubecula","European Robin",0.8505,"20230518_193000","5"
"10837",48,51,"Erithacus rubecula","European Robin",0.8397,"20230518_193000","5"
"10884",18,21,"Erithacus rubecula","European Robin",0.8949,"20230518_201200","5"
"10962",51,54,"Erithacus rubecula","European Robin",0.8604,"20230518_204800","5"
"11179",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9296,"20230519_064200","5"
"11180",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8474,"20230519_064200","5"
"11189",9,12,"Troglodytes troglodytes","Eurasian Wren",0.98,"20230519_064800","5"
"11190",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9093,"20230519_064800","5"
"11191",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9601,"20230519_064800","5"
"11193",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9014,"20230519_064800","5"
"11194",33,36,"Troglodytes troglodytes","Eurasian Wren",0.964,"20230519_064800","5"
"11195",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9606,"20230519_064800","5"
"11199",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9376,"20230519_064800","5"
"11200",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9771,"20230519_064800","5"
"11295",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8042,"20230519_080600","5"
"11395",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8965,"20230519_091800","5"
