"","Start..s.","End..s.","Scientific.name","Common.name","Confidence","Date_Time","Site"
"47054",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8996,"20230523_140000","C.a"
"47071",36,39,"Turdus merula","Eurasian Blackbird",0.9525,"20230523_140600","C.a"
"47102",12,15,"Turdus merula","Eurasian Blackbird",0.8614,"20230523_151800","C.a"
"47163",30,33,"Erithacus rubecula","European Robin",0.8076,"20230523_160600","C.a"
"47171",21,24,"Erithacus rubecula","European Robin",0.9795,"20230523_161200","C.a"
"47174",39,42,"Erithacus rubecula","European Robin",0.8322,"20230523_161200","C.a"
"47175",57,60,"Erithacus rubecula","European Robin",0.8762,"20230523_161200","C.a"
"47189",0,3,"Regulus ignicapilla","Common Firecrest",0.9141,"20230523_163000","C.a"
"47205",24,27,"Erithacus rubecula","European Robin",0.9021,"20230523_164200","C.a"
"47229",39,42,"Turdus merula","Eurasian Blackbird",0.8939,"20230523_170600","C.a"
"47234",15,18,"Erithacus rubecula","European Robin",0.8932,"20230523_171200","C.a"
"47283",39,42,"Erithacus rubecula","European Robin",0.9062,"20230523_180600","C.a"
"47284",42,45,"Cyanistes caeruleus","Eurasian Blue Tit",0.8262,"20230523_180600","C.a"
"47351",9,12,"Turdus merula","Eurasian Blackbird",0.9117,"20230523_190600","C.a"
"47362",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8704,"20230523_190600","C.a"
"47383",15,18,"Regulus ignicapilla","Common Firecrest",0.8129,"20230523_192400","C.a"
"47418",30,33,"Regulus ignicapilla","Common Firecrest",0.9487,"20230523_194800","C.a"
"47420",51,54,"Regulus ignicapilla","Common Firecrest",0.9434,"20230523_194800","C.a"
"47542",36,39,"Turdus philomelos","Song Thrush",0.9377,"20230523_212400","C.a"
"47706",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8947,"20230524_063600","C.a"
"47707",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9601,"20230524_063600","C.a"
"47777",0,3,"Certhia familiaris","Eurasian Treecreeper",0.9417,"20230524_074800","C.a"
"47803",48,51,"Certhia familiaris","Eurasian Treecreeper",0.8605,"20230524_080000","C.a"
"47860",36,39,"Erithacus rubecula","European Robin",0.9069,"20230524_084200","C.a"
"47861",39,42,"Erithacus rubecula","European Robin",0.996,"20230524_084200","C.a"
"47863",45,48,"Erithacus rubecula","European Robin",0.935,"20230524_084200","C.a"
"47865",54,57,"Erithacus rubecula","European Robin",0.9986,"20230524_084200","C.a"
"47866",0,3,"Erithacus rubecula","European Robin",0.8094,"20230524_084800","C.a"
"47878",54,57,"Regulus ignicapilla","Common Firecrest",0.9309,"20230524_085400","C.a"
"47896",12,15,"Regulus ignicapilla","Common Firecrest",0.9008,"20230524_091800","C.a"
"47932",36,39,"Regulus ignicapilla","Common Firecrest",0.9301,"20230524_095400","C.a"
"48105",42,45,"Sylvia atricapilla","Eurasian Blackcap",0.8365,"20230524_134200","C.a"
"48107",45,48,"Sylvia atricapilla","Eurasian Blackcap",0.8963,"20230524_134200","C.a"
"48119",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9215,"20230524_134800","C.a"
"48133",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9416,"20230524_140600","C.a"
"48134",57,60,"Regulus ignicapilla","Common Firecrest",0.9061,"20230524_140600","C.a"
"48273",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8125,"20230524_170000","C.a"
"48340",3,6,"Regulus ignicapilla","Common Firecrest",0.982,"20230524_182400","C.a"
"48472",39,42,"Regulus ignicapilla","Common Firecrest",0.8925,"20230524_201200","C.a"
"48500",27,30,"Sitta europaea","Eurasian Nuthatch",0.8518,"20230524_204200","C.a"
"48512",6,9,"Erithacus rubecula","European Robin",0.8522,"20230524_205400","C.a"
"48531",6,9,"Turdus philomelos","Song Thrush",0.9593,"20230524_211200","C.a"
"48575",9,12,"Turdus philomelos","Song Thrush",0.9061,"20230524_213000","C.a"
"48818",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8665,"20230525_074200","C.a"
"48819",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9579,"20230525_074200","C.a"
"48847",18,21,"Regulus ignicapilla","Common Firecrest",0.8399,"20230525_082400","C.a"
"48895",48,51,"Sylvia atricapilla","Eurasian Blackcap",0.8204,"20230525_090000","C.a"
"48903",45,48,"Regulus ignicapilla","Common Firecrest",0.9819,"20230525_090600","C.a"
"48940",42,45,"Sylvia atricapilla","Eurasian Blackcap",0.9419,"20230525_094200","C.a"
"48941",51,54,"Sylvia atricapilla","Eurasian Blackcap",0.9828,"20230525_094200","C.a"
"48961",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8711,"20230525_101200","C.a"
"48963",36,39,"Erithacus rubecula","European Robin",0.972,"20230525_101200","C.a"
"48972",0,3,"Sylvia atricapilla","Eurasian Blackcap",0.9043,"20230525_103000","C.a"
"48975",45,48,"Regulus ignicapilla","Common Firecrest",0.8945,"20230525_103000","C.a"
"48977",57,60,"Regulus ignicapilla","Common Firecrest",0.9459,"20230525_103000","C.a"
"48992",42,45,"Sylvia atricapilla","Eurasian Blackcap",0.8959,"20230525_104200","C.a"
"48997",27,30,"Regulus ignicapilla","Common Firecrest",0.9209,"20230525_104800","C.a"
"49054",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9439,"20230525_112400","C.a"
"49068",18,21,"Regulus ignicapilla","Common Firecrest",0.9616,"20230525_113600","C.a"
"49083",0,3,"Regulus ignicapilla","Common Firecrest",0.9776,"20230525_115400","C.a"
"49084",9,12,"Regulus ignicapilla","Common Firecrest",0.8451,"20230525_115400","C.a"
"49105",45,48,"Turdus merula","Eurasian Blackbird",0.9563,"20230525_122400","C.a"
"49113",24,27,"Turdus merula","Eurasian Blackbird",0.8322,"20230525_123000","C.a"
"49140",42,45,"Sylvia atricapilla","Eurasian Blackcap",0.8823,"20230525_131200","C.a"
"49193",54,57,"Turdus merula","Eurasian Blackbird",0.8805,"20230525_142400","C.a"
"49197",57,60,"Sylvia atricapilla","Eurasian Blackcap",0.86,"20230525_143000","C.a"
"49206",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8532,"20230525_144200","C.a"
"49207",39,42,"Certhia familiaris","Eurasian Treecreeper",0.9477,"20230525_144200","C.a"
"49209",51,54,"Certhia familiaris","Eurasian Treecreeper",0.9459,"20230525_144200","C.a"
"49289",24,27,"Turdus merula","Eurasian Blackbird",0.8998,"20230525_154200","C.a"
"49306",48,51,"Regulus ignicapilla","Common Firecrest",0.8407,"20230525_154800","C.a"
"49327",57,60,"Sylvia atricapilla","Eurasian Blackcap",0.8002,"20230525_160600","C.a"
"49399",36,39,"Muscicapa striata","Spotted Flycatcher",0.8317,"20230525_173000","C.a"
"49404",21,24,"Regulus ignicapilla","Common Firecrest",0.8003,"20230525_173600","C.a"
"49430",24,27,"Regulus ignicapilla","Common Firecrest",0.8572,"20230525_175400","C.a"
"49555",39,42,"Turdus merula","Eurasian Blackbird",0.9302,"20230525_193600","C.a"
"49560",57,60,"Turdus merula","Eurasian Blackbird",0.9771,"20230525_193600","C.a"
"49703",24,27,"Regulus ignicapilla","Common Firecrest",0.9527,"20230525_202400","C.a"
"49763",3,6,"Erithacus rubecula","European Robin",0.9023,"20230525_205400","C.a"
"49767",27,30,"Erithacus rubecula","European Robin",0.9467,"20230525_205400","C.a"
"49798",9,12,"Turdus philomelos","Song Thrush",0.8901,"20230525_213000","C.a"
"49814",3,6,"Strix aluco","Tawny Owl",0.9423,"20230526_034800","C.a"
"49815",6,9,"Strix aluco","Tawny Owl",0.9585,"20230526_034800","C.a"
"49816",21,24,"Strix aluco","Tawny Owl",0.9589,"20230526_034800","C.a"
"49817",27,30,"Strix aluco","Tawny Owl",0.9577,"20230526_034800","C.a"
"49818",30,33,"Strix aluco","Tawny Owl",0.9912,"20230526_034800","C.a"
"49819",33,36,"Strix aluco","Tawny Owl",0.9384,"20230526_034800","C.a"
"49820",36,39,"Strix aluco","Tawny Owl",0.9774,"20230526_034800","C.a"
"49942",18,21,"Certhia familiaris","Eurasian Treecreeper",0.8301,"20230526_054200","C.a"
"49943",27,30,"Certhia familiaris","Eurasian Treecreeper",0.8233,"20230526_054200","C.a"
"50017",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8246,"20230526_061800","C.a"
"50022",33,36,"Troglodytes troglodytes","Eurasian Wren",0.835,"20230526_061800","C.a"
"50084",27,30,"Sylvia atricapilla","Eurasian Blackcap",0.8893,"20230526_071200","C.a"
"50085",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9883,"20230526_071200","C.a"
"50128",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8488,"20230526_075400","C.a"
"50164",18,21,"Troglodytes troglodytes","Eurasian Wren",0.951,"20230526_081800","C.a"
"50252",18,21,"Troglodytes troglodytes","Eurasian Wren",0.886,"20230526_093600","C.a"
"50268",18,21,"Certhia familiaris","Eurasian Treecreeper",0.835,"20230526_094200","C.a"
"50371",54,57,"Erithacus rubecula","European Robin",0.881,"20230526_104800","C.a"
"50372",57,60,"Erithacus rubecula","European Robin",0.9464,"20230526_104800","C.a"
"50414",57,60,"Aegithalos caudatus","Long-tailed Tit",0.9722,"20230526_111800","C.a"
"50446",0,3,"Aegithalos caudatus","Long-tailed Tit",0.821,"20230526_114200","C.a"
"50467",48,51,"Aegithalos caudatus","Long-tailed Tit",0.8158,"20230526_114800","C.a"
"50472",57,60,"Aegithalos caudatus","Long-tailed Tit",0.9384,"20230526_114800","C.a"
"50474",3,6,"Aegithalos caudatus","Long-tailed Tit",0.8951,"20230526_115400","C.a"
"50475",6,9,"Aegithalos caudatus","Long-tailed Tit",0.9879,"20230526_115400","C.a"
"50476",9,12,"Aegithalos caudatus","Long-tailed Tit",0.9739,"20230526_115400","C.a"
"50479",15,18,"Aegithalos caudatus","Long-tailed Tit",0.8239,"20230526_115400","C.a"
"50480",18,21,"Aegithalos caudatus","Long-tailed Tit",0.9876,"20230526_115400","C.a"
"50482",24,27,"Aegithalos caudatus","Long-tailed Tit",0.9223,"20230526_115400","C.a"
"50486",33,36,"Aegithalos caudatus","Long-tailed Tit",0.9499,"20230526_115400","C.a"
"50488",39,42,"Aegithalos caudatus","Long-tailed Tit",0.8677,"20230526_115400","C.a"
"50536",15,18,"Regulus ignicapilla","Common Firecrest",0.9455,"20230526_123600","C.a"
"50537",18,21,"Regulus ignicapilla","Common Firecrest",0.8378,"20230526_123600","C.a"
"50545",33,36,"Regulus regulus","Goldcrest",0.8938,"20230526_124200","C.a"
"50548",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9004,"20230526_124200","C.a"
"50636",6,9,"Turdus merula","Eurasian Blackbird",0.8453,"20230526_141800","C.a"
"50638",24,27,"Turdus merula","Eurasian Blackbird",0.9243,"20230526_141800","C.a"
"50639",27,30,"Turdus merula","Eurasian Blackbird",0.9453,"20230526_141800","C.a"
"50678",3,6,"Prunella modularis","Dunnock",0.8245,"20230526_150600","C.a"
"50680",15,18,"Prunella modularis","Dunnock",0.9128,"20230526_150600","C.a"
"50691",24,27,"Regulus ignicapilla","Common Firecrest",0.955,"20230526_151200","C.a"
"50725",6,9,"Tringa ochropus","Green Sandpiper",0.812,"20230526_154200","1"
"50737",27,30,"Turdus philomelos","Song Thrush",0.9482,"20230526_154800","1"
"50842",6,9,"Turdus merula","Eurasian Blackbird",0.8419,"20230526_170600","1"
"50864",33,36,"Erithacus rubecula","European Robin",0.8017,"20230526_171200","1"
"50968",12,15,"Turdus merula","Eurasian Blackbird",0.9242,"20230526_190000","1"
"50969",18,21,"Turdus merula","Eurasian Blackbird",0.9136,"20230526_190000","1"
"50971",33,36,"Turdus merula","Eurasian Blackbird",0.9137,"20230526_190000","1"
"50975",51,54,"Turdus merula","Eurasian Blackbird",0.8221,"20230526_190000","1"
"51015",27,30,"Erithacus rubecula","European Robin",0.8819,"20230526_195400","1"
"51082",0,3,"Erithacus rubecula","European Robin",0.8844,"20230527_041200","1"
"51139",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9184,"20230527_050600","1"
"51144",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9159,"20230527_050600","1"
"51146",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9422,"20230527_050600","1"
"51166",6,9,"Turdus merula","Eurasian Blackbird",0.8776,"20230527_052400","1"
"51188",21,24,"Erithacus rubecula","European Robin",0.9343,"20230527_054800","1"
"51218",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8787,"20230527_063000","1"
"51220",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8915,"20230527_063000","1"
"51222",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8623,"20230527_063000","1"
"51223",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9072,"20230527_063000","1"
"51225",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9244,"20230527_063000","1"
"51234",57,60,"Troglodytes troglodytes","Eurasian Wren",0.859,"20230527_063000","1"
"51235",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9793,"20230527_063600","1"
"51243",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9442,"20230527_064200","1"
"51244",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9753,"20230527_064200","1"
"51263",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9548,"20230527_065400","1"
"51264",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8782,"20230527_065400","1"
"51265",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8257,"20230527_065400","1"
"51266",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8539,"20230527_065400","1"
"51267",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8694,"20230527_065400","1"
"51268",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9557,"20230527_065400","1"
"51305",21,24,"Phylloscopus collybita","Common Chiffchaff",0.8056,"20230527_074200","1"
"51308",30,33,"Phylloscopus collybita","Common Chiffchaff",0.92,"20230527_074200","1"
"51314",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9071,"20230527_074800","1"
"51317",24,27,"Troglodytes troglodytes","Eurasian Wren",0.986,"20230527_074800","1"
"51318",27,30,"Troglodytes troglodytes","Eurasian Wren",0.96,"20230527_074800","1"
"51319",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9325,"20230527_074800","1"
"51320",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8706,"20230527_074800","1"
"51321",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9234,"20230527_074800","1"
"51322",51,54,"Troglodytes troglodytes","Eurasian Wren",0.881,"20230527_074800","1"
"51324",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8577,"20230527_080000","1"
"51325",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9531,"20230527_080000","1"
"51326",51,54,"Troglodytes troglodytes","Eurasian Wren",0.927,"20230527_080000","1"
"51327",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9447,"20230527_080000","1"
"51358",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8591,"20230527_084200","1"
"51362",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9062,"20230527_084200","1"
"51368",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8543,"20230527_084200","1"
"51377",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9837,"20230527_085400","1"
"51378",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9672,"20230527_085400","1"
"51383",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9594,"20230527_085400","1"
"51391",45,48,"Phylloscopus collybita","Common Chiffchaff",0.8588,"20230527_090000","1"
"51416",30,33,"Phylloscopus collybita","Common Chiffchaff",0.8129,"20230527_093600","1"
"51429",36,39,"Erithacus rubecula","European Robin",0.9627,"20230527_100000","1"
"51430",42,45,"Erithacus rubecula","European Robin",0.808,"20230527_100000","1"
"51457",9,12,"Erithacus rubecula","European Robin",0.8962,"20230527_104800","1"
"51497",45,48,"Erithacus rubecula","European Robin",0.8198,"20230527_123600","1"
"51524",39,42,"Turdus merula","Eurasian Blackbird",0.9065,"20230527_143600","1"
"51533",45,48,"Erithacus rubecula","European Robin",0.9248,"20230527_144200","1"
"51558",0,3,"Phylloscopus collybita","Common Chiffchaff",0.9001,"20230527_152400","1"
"51563",21,24,"Phylloscopus collybita","Common Chiffchaff",0.9546,"20230527_152400","1"
"51628",30,33,"Phylloscopus collybita","Common Chiffchaff",0.8146,"20230527_174800","1"
"51639",51,54,"Turdus merula","Eurasian Blackbird",0.8995,"20230527_181800","1"
"51826",39,42,"Phylloscopus collybita","Common Chiffchaff",0.8063,"20230526_160600","2"
"51829",51,54,"Phylloscopus collybita","Common Chiffchaff",0.9442,"20230526_160600","2"
"51919",12,15,"Turdus merula","Eurasian Blackbird",0.8059,"20230526_190000","2"
"51974",42,45,"Turdus merula","Eurasian Blackbird",0.9298,"20230526_200600","2"
"52123",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8529,"20230527_050600","2"
"52124",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9307,"20230527_050600","2"
"52125",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9494,"20230527_050600","2"
"52128",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9537,"20230527_050600","2"
"52130",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9774,"20230527_050600","2"
"52155",33,36,"Turdus merula","Eurasian Blackbird",0.8517,"20230527_051800","2"
"52235",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9579,"20230527_063000","2"
"52236",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9317,"20230527_063000","2"
"52239",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9349,"20230527_063000","2"
"52241",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8037,"20230527_063000","2"
"52247",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9201,"20230527_063000","2"
"52251",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9898,"20230527_063600","2"
"52252",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9096,"20230527_063600","2"
"52263",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9124,"20230527_064200","2"
"52277",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8231,"20230527_065400","2"
"52309",27,30,"Troglodytes troglodytes","Eurasian Wren",0.947,"20230527_074800","2"
"52310",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9449,"20230527_074800","2"
"52311",39,42,"Troglodytes troglodytes","Eurasian Wren",0.921,"20230527_074800","2"
"52313",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9144,"20230527_074800","2"
"52339",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9632,"20230527_084200","2"
"52340",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9117,"20230527_084200","2"
"52343",18,21,"Troglodytes troglodytes","Eurasian Wren",0.824,"20230527_084200","2"
"52349",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8334,"20230527_084200","2"
"52353",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9708,"20230527_085400","2"
"52354",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9525,"20230527_085400","2"
"52355",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8255,"20230527_085400","2"
"52361",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8262,"20230527_085400","2"
"52397",36,39,"Erithacus rubecula","European Robin",0.8835,"20230527_100000","2"
"52482",24,27,"Erithacus rubecula","European Robin",0.8221,"20230527_141800","2"
"52520",3,6,"Phylloscopus collybita","Common Chiffchaff",0.8224,"20230527_152400","2"
"52522",15,18,"Phylloscopus collybita","Common Chiffchaff",0.9259,"20230527_152400","2"
"52525",24,27,"Phylloscopus collybita","Common Chiffchaff",0.8722,"20230527_152400","2"
"52597",18,21,"Aegithalos caudatus","Long-tailed Tit",0.9063,"20230527_190000","2"
"52598",21,24,"Aegithalos caudatus","Long-tailed Tit",0.9278,"20230527_190000","2"
"52658",54,57,"Cyanistes caeruleus","Eurasian Blue Tit",0.8414,"20230527_205400","2"
"52806",39,42,"Troglodytes troglodytes","Eurasian Wren",0.827,"20230527_074800","3"
"52811",6,9,"Tringa totanus","Common Redshank",0.851,"20230527_081200","3"
"52848",15,18,"Phylloscopus collybita","Common Chiffchaff",0.832,"20230527_152400","3"
"52963",54,57,"Erithacus rubecula","European Robin",0.8315,"20230526_191200","4"
"53130",0,3,"Troglodytes troglodytes","Eurasian Wren",0.9131,"20230527_073600","4"
"53133",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8063,"20230527_073600","4"
"53135",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8857,"20230527_073600","4"
"53137",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8397,"20230527_073600","4"
"53138",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9459,"20230527_073600","4"
"53141",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8265,"20230527_073600","4"
"53142",51,54,"Troglodytes troglodytes","Eurasian Wren",0.929,"20230527_073600","4"
"53235",54,57,"Erithacus rubecula","European Robin",0.8159,"20230527_141800","4"
"53238",3,6,"Erithacus rubecula","European Robin",0.9112,"20230527_144200","4"
"53243",48,51,"Erithacus rubecula","European Robin",0.912,"20230527_144200","4"
"53553",54,57,"Turdus philomelos","Song Thrush",0.8395,"20230526_173600","5"
"53589",0,3,"Turdus merula","Eurasian Blackbird",0.8571,"20230526_180000","5"
"53595",36,39,"Turdus merula","Eurasian Blackbird",0.8167,"20230526_180000","5"
"53599",12,15,"Turdus merula","Eurasian Blackbird",0.8683,"20230526_180600","5"
"53627",54,57,"Erithacus rubecula","European Robin",0.8316,"20230526_183000","5"
"53651",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8188,"20230526_185400","5"
"53662",45,48,"Turdus merula","Eurasian Blackbird",0.9078,"20230526_185400","5"
"53806",18,21,"Turdus merula","Eurasian Blackbird",0.9366,"20230526_205400","5"
"53808",24,27,"Turdus merula","Eurasian Blackbird",0.906,"20230526_205400","5"
"53810",30,33,"Turdus merula","Eurasian Blackbird",0.8874,"20230526_205400","5"
"53811",33,36,"Turdus merula","Eurasian Blackbird",0.8576,"20230526_205400","5"
"53815",45,48,"Turdus merula","Eurasian Blackbird",0.9407,"20230526_205400","5"
"53818",54,57,"Turdus merula","Eurasian Blackbird",0.9549,"20230526_205400","5"
"54199",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8902,"20230527_073600","5"
"54202",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8034,"20230527_073600","5"
"54209",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9256,"20230527_074200","5"
"54212",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8244,"20230527_074200","5"
"54344",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8163,"20230527_091200","5"
"54515",3,6,"Turdus philomelos","Song Thrush",0.8331,"20230527_111200","5"
"54521",24,27,"Turdus philomelos","Song Thrush",0.9786,"20230527_111200","5"
"54560",6,9,"Dendrocopos major","Great Spotted Woodpecker",0.9649,"20230527_115400","5"
"54561",9,12,"Dendrocopos major","Great Spotted Woodpecker",0.8509,"20230527_115400","5"
"54564",24,27,"Dendrocopos major","Great Spotted Woodpecker",0.9193,"20230527_115400","5"
"54568",39,42,"Dendrocopos major","Great Spotted Woodpecker",0.8346,"20230527_115400","5"
"54570",45,48,"Dendrocopos major","Great Spotted Woodpecker",0.8241,"20230527_115400","5"
"54663",9,12,"Erithacus rubecula","European Robin",0.8111,"20230527_141800","5"
"54664",24,27,"Erithacus rubecula","European Robin",0.9208,"20230527_141800","5"
"54706",9,12,"Erithacus rubecula","European Robin",0.9156,"20230527_151200","5"
"54710",21,24,"Erithacus rubecula","European Robin",0.9755,"20230527_151200","5"
"54859",42,45,"Erithacus rubecula","European Robin",0.8823,"20230527_171800","5"
"55052",48,51,"Turdus philomelos","Song Thrush",0.8178,"20230527_200600","5"
"55090",33,36,"Turdus philomelos","Song Thrush",0.8771,"20230527_203600","5"
"55146",24,27,"Erithacus rubecula","European Robin",0.858,"20230527_212400","5"
"55151",39,42,"Erithacus rubecula","European Robin",0.8886,"20230527_212400","5"
"55295",24,27,"Aegithalos caudatus","Long-tailed Tit",0.8923,"20230526_170000","6"
"55297",33,36,"Aegithalos caudatus","Long-tailed Tit",0.9243,"20230526_170000","6"
"55298",36,39,"Aegithalos caudatus","Long-tailed Tit",0.8636,"20230526_170000","6"
"55299",39,42,"Aegithalos caudatus","Long-tailed Tit",0.8075,"20230526_170000","6"
"55300",42,45,"Aegithalos caudatus","Long-tailed Tit",0.8934,"20230526_170000","6"
"55301",45,48,"Aegithalos caudatus","Long-tailed Tit",0.8819,"20230526_170000","6"
"55302",48,51,"Aegithalos caudatus","Long-tailed Tit",0.8727,"20230526_170000","6"
"55304",54,57,"Aegithalos caudatus","Long-tailed Tit",0.8723,"20230526_170000","6"
"55305",57,60,"Aegithalos caudatus","Long-tailed Tit",0.9087,"20230526_170000","6"
"55312",0,3,"Turdus merula","Eurasian Blackbird",0.9268,"20230526_171200","6"
"55314",12,15,"Turdus merula","Eurasian Blackbird",0.8552,"20230526_171200","6"
"55318",12,15,"Regulus regulus","Goldcrest",0.8051,"20230526_171800","6"
"55411",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8299,"20230526_190600","6"
"55412",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9691,"20230526_190600","6"
"55413",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8695,"20230526_190600","6"
"55416",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9956,"20230526_190600","6"
"55417",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9648,"20230526_190600","6"
"55418",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9868,"20230526_190600","6"
"55419",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9344,"20230526_190600","6"
"56013",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8118,"20230527_091800","6"
"56264",21,24,"Sitta europaea","Eurasian Nuthatch",0.9278,"20230527_142400","6"
"56265",24,27,"Sitta europaea","Eurasian Nuthatch",0.8806,"20230527_142400","6"
"56266",27,30,"Sitta europaea","Eurasian Nuthatch",0.9012,"20230527_142400","6"
"56268",30,33,"Sitta europaea","Eurasian Nuthatch",0.8895,"20230527_142400","6"
"56270",36,39,"Sitta europaea","Eurasian Nuthatch",0.9723,"20230527_142400","6"
"56334",27,30,"Erithacus rubecula","European Robin",0.8416,"20230527_155400","6"
"56489",45,48,"Troglodytes troglodytes","Eurasian Wren",0.82,"20230527_190000","6"
"56491",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8361,"20230527_190000","6"
"56617",0,3,"Turdus merula","Eurasian Blackbird",0.8538,"20230527_211800","6"
"56662",39,42,"Certhia familiaris","Eurasian Treecreeper",0.8444,"20230526_153600","C"
"56666",57,60,"Certhia familiaris","Eurasian Treecreeper",0.9302,"20230526_153600","C"
"56693",0,3,"Turdus merula","Eurasian Blackbird",0.8475,"20230526_161200","C"
"56694",12,15,"Turdus merula","Eurasian Blackbird",0.9676,"20230526_161200","C"
"56701",45,48,"Turdus merula","Eurasian Blackbird",0.8579,"20230526_161200","C"
"56703",54,57,"Turdus merula","Eurasian Blackbird",0.9233,"20230526_161200","C"
"56727",15,18,"Certhia familiaris","Eurasian Treecreeper",0.8439,"20230526_162400","C"
"56810",27,30,"Regulus ignicapilla","Common Firecrest",0.8506,"20230526_171200","C"
"56914",57,60,"Sylvia atricapilla","Eurasian Blackcap",0.8448,"20230526_180000","C"
"56982",30,33,"Sitta europaea","Eurasian Nuthatch",0.9052,"20230526_193000","C"
"56991",30,33,"Regulus ignicapilla","Common Firecrest",0.981,"20230526_193600","C"
